FileName,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
164.exe,332,28,12208,0,4,0,0,8192,8,0,3,1048576,1024,976,0,1
165.exe,332,28,267920,0,4,0,0,8192,8,0,3,1048576,34112,120264,0,1
166.exe,332,28,11992,0,4,0,0,8192,11,0,3,1048576,34144,1040,0,1
167.exe,332,28,48072,0,4,0,0,8192,6,0,3,1048576,1024,2176,0,1
168.exe,332,28,221288,0,4,0,0,8192,8,0,3,1048576,34112,1480,0,1
169.exe,332,28,8316,0,4,0,0,8192,6,0,3,1048576,0,816,0,1
17.exe,332,28,12216,0,4,0,0,8192,8,0,3,1048576,1024,992,0,1
170.exe,332,28,24020,0,4,0,0,8192,8,0,3,1048576,1344,888,0,1
171.exe,332,28,14976,0,4,0,0,8192,8,0,3,1048576,1024,936,0,1
172.exe,332,28,121136,0,4,0,0,8192,48,0,3,1048576,34144,968,0,1
173.exe,332,28,20676,0,4,0,0,8192,11,0,3,1048576,34112,1344,0,1
174.exe,332,28,32768,0,4,0,0,8192,6,0,4,1048576,1024,2208,0,1
175.exe,332,28,13280,0,4,0,0,8192,6,0,3,1048576,1024,976,0,1
176.exe,332,28,11600,0,4,0,0,8192,6,0,3,1048576,1024,2160,0,1
177.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
178.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,2168,0,1
179.exe,332,28,23164,0,4,0,0,8192,8,0,3,1048576,1024,960,0,1
18.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,888,0,1
180.exe,332,28,549740,0,4,0,0,8192,8,0,3,1048576,34112,145640,0,1
181.exe,332,28,108732,0,4,0,0,8192,6,0,3,1048576,1024,2248,0,1
182.exe,332,28,11992,0,4,0,0,8192,11,0,3,1048576,34144,1040,0,1
183.exe,332,28,22440,0,4,0,0,8192,8,0,3,1048576,1024,1064,0,1
184.exe,332,28,15784,0,4,0,0,8192,8,0,3,1048576,1024,2056,0,1
185.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,832,0,1
186.exe,332,28,135772,0,4,0,0,8192,48,0,3,1048576,34144,101520,0,1
187.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
188.exe,332,28,13992,0,4,0,0,8192,11,0,3,1048576,34144,1408,0,1
189.exe,332,28,64016,0,4,0,0,8192,8,0,3,1048576,34112,5536,0,1
19.exe,332,28,3653632,0,4,0,0,8192,8,0,4,1048576,1024,5240,0,1
190.exe,332,28,33792,0,4,0,0,8192,6,0,3,1048576,1024,2264,0,1
191.exe,332,28,69820,0,4,0,0,8192,6,0,3,1048576,1024,4728,0,1
192.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,856,0,1
193.exe,332,28,24224,0,4,0,0,8192,11,0,3,1048576,34112,5904,0,1
194.exe,332,28,10800,0,4,0,0,8192,8,0,3,1048576,34112,1040,0,1
195.exe,332,28,30088,0,4,0,0,8192,11,0,3,1048576,34112,1360,0,1
196.exe,332,0,0,0,4,0,0,8208,6,0,3,1048576,0,764,0,1
197.exe,332,28,438096,0,4,0,0,8192,8,0,3,1048576,34112,82456,0,1
198.exe,332,28,1527308,0,4,0,0,8192,11,0,3,1048576,34112,214704,0,1
199.exe,332,28,59128,0,4,0,0,8192,8,0,3,1048576,34112,1408,0,1
2.exe,332,28,177008,0,4,0,0,8192,8,0,3,1048576,34112,1464,0,1
20.exe,332,28,127344,0,4,0,0,8192,8,0,3,1048576,34112,6600,0,1
200.exe,332,28,151020,0,4,0,0,8192,6,0,3,1048576,1024,2184,0,1
201.exe,332,28,8380,0,4,0,0,8192,6,0,3,1048576,1024,880,0,1
202.exe,332,28,618472,0,4,0,0,8192,11,0,3,1048576,34144,33768,0,1
203.exe,332,28,32016,0,4,0,0,8192,11,0,3,1048576,34112,1352,0,1
204.exe,332,28,32768,0,4,0,0,8192,11,0,4,1048576,34144,11824,0,1
205.exe,332,28,507976,0,4,0,0,8192,8,0,3,1048576,34112,155464,0,1
206.exe,332,28,195420,0,4,0,0,8192,8,0,3,1048576,34112,68712,0,1
207.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,164008,0,1
208.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,4296,0,1
209.exe,332,28,74196,0,4,0,0,8192,8,0,3,1048576,1024,3320,0,1
21.exe,332,28,47828,0,4,0,0,8192,8,0,3,1048576,34112,1464,0,1
210.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
211.exe,332,28,11988,0,4,0,0,8192,11,0,3,1048576,34144,1024,0,1
212.exe,34404,28,387988,0,4,0,0,0,8,0,2,4194304,34112,1464,0,1
213.exe,332,28,99864,0,4,0,0,8192,8,0,3,1048576,34112,1416,0,1
215.exe,332,28,199248,0,4,0,0,8192,8,0,3,1048576,34112,1448,0,1
216.exe,34404,28,15080,0,4,0,0,0,8,0,2,4194304,34112,1432,0,1
217.exe,332,28,57440,0,4,0,0,8192,8,0,3,1048576,34112,1448,0,1
218.exe,332,28,27192,0,4,0,0,8192,8,0,3,1048576,34112,1344,0,1
219.exe,332,28,10648,0,4,0,0,8192,8,0,3,1048576,1344,1024,0,1
22.exe,332,28,10664,0,4,0,0,8192,8,0,3,1048576,34112,1072,0,1
220.exe,332,28,329660,0,4,0,0,8192,8,0,3,1048576,34112,1576,0,1
221.exe,332,28,167032,0,4,0,0,8192,6,0,3,1048576,1024,16984,0,1
222.exe,332,28,388120,0,4,0,0,8192,8,0,3,1048576,1024,824,0,1
223.exe,332,28,546480,0,4,0,0,8192,11,0,3,1048576,34112,856,0,1
224.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,800,0,1
225.exe,332,28,10668,0,4,0,0,8192,8,0,3,1048576,34112,1088,0,1
226.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,2120,0,1
227.exe,332,28,52340,0,4,0,0,8192,11,0,3,1048576,34112,14416,0,1
228.exe,332,28,94148,0,4,0,0,8192,6,0,3,1048576,1024,2128,0,1
229.exe,332,28,48296,0,4,0,0,8192,6,0,3,1048576,1024,1904,0,1
23.exe,332,28,24144,0,4,0,0,8192,8,0,3,1048576,1024,912,0,1
230.exe,332,28,208684,0,4,0,0,8192,8,0,3,1048576,1024,792,0,1
231.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,848,0,1
232.exe,332,28,15420,0,4,0,0,8192,8,0,3,1048576,1024,736,0,1
233.exe,332,28,10416,0,4,0,0,8192,8,0,3,1048576,1024,1024,0,1
234.exe,332,28,213252,0,4,0,0,213244,8,0,3,1048576,1024,848,0,1
235.exe,332,28,10648,0,4,0,0,8192,8,0,3,1048576,1344,1024,0,1
236.exe,332,28,116440,0,4,0,0,8192,8,0,3,1048576,1344,12624,0,1
237.exe,332,28,385156,0,4,0,0,8192,8,0,3,1048576,34112,1464,0,1
238.exe,332,28,32996,0,4,0,0,8192,11,0,3,1048576,34144,1344,0,1
239.exe,332,28,16344,0,4,0,0,8192,8,0,3,1048576,1344,163696,0,1
24.exe,332,28,8408,0,4,0,0,8192,6,0,3,1048576,1024,2192,0,1
240.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
241.exe,332,28,38220,0,4,0,0,8192,11,0,3,1048576,34144,7000,0,1
242.exe,332,28,10648,0,4,0,0,8192,8,0,3,1048576,1344,1024,0,1
243.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,832,0,1
244.exe,332,28,2008812,0,4,0,0,8192,8,0,3,1048576,1344,50224,0,1
245.exe,332,28,20468,0,4,0,0,8192,8,0,3,1048576,1024,4432,0,1
246.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,120528,1,1
247.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,824,0,1
248.exe,332,28,38172,0,4,0,0,8192,8,0,3,1048576,34112,1448,0,1
249.exe,332,28,27592,0,4,0,0,8192,8,0,3,1048576,34112,952,0,1
25.exe,332,28,79588,0,4,0,0,8192,11,0,3,1048576,34144,55192,0,1
250.exe,332,28,114588,0,4,0,0,8192,8,0,3,1048576,34112,16112,0,1
251.exe,332,28,151020,0,4,0,0,8192,6,0,3,1048576,1024,2184,0,1
252.exe,332,28,10992,0,4,0,0,8192,8,0,3,1048576,34112,1408,0,1
253.exe,332,28,15188,0,4,0,0,8192,8,0,3,1048576,34112,3264,0,1
254.exe,34404,28,1054552,0,4,0,0,0,48,0,2,4194304,34144,1936,0,1
255.exe,332,28,16276,0,4,0,0,8192,8,0,3,1048576,1344,1512,0,1
256.exe,332,28,54176,0,4,0,0,8192,8,0,3,1048576,34112,808,0,1
257.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
258.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
259.exe,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,2280,0,1
26.exe,332,28,77312,0,4,0,0,8192,48,0,3,1048576,34112,2844,0,1
260.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
261.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
262.exe,332,28,138040,0,4,0,0,8192,8,0,3,1048576,1024,31848,0,1
263.exe,332,28,24752,0,4,0,0,8192,6,0,3,1048576,0,2160,0,1
264.exe,332,28,336432,0,4,0,0,8192,8,0,3,1048576,34112,84776,0,1
265.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,8888,0,1
266.exe,332,28,49324,0,4,0,0,8192,11,0,3,1048576,34112,16904,0,1
267.exe,332,28,17284,0,4,0,0,8192,6,0,3,1048576,1024,960,0,1
269.exe,332,28,11852,0,4,0,0,8192,8,0,3,1048576,1344,1240,0,1
27.exe,332,28,35160,0,4,0,0,8192,11,0,3,1048576,34112,6656,0,1
270.exe,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,2344,0,1
271.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1184,0,1
272.exe,34404,28,1032032,0,4,0,0,0,48,0,2,4194304,34144,75380,0,1
273.exe,332,28,29140,0,4,0,0,8192,8,0,3,1048576,34112,1624,0,1
274.exe,332,28,401904,0,4,0,0,8192,48,0,3,1048576,34144,1484,0,1
275.exe,332,28,20576,0,4,0,0,8192,6,0,3,1048576,1024,2160,0,1
276.exe,332,28,40960,0,4,0,0,8192,6,0,4,1048576,1024,2112,0,1
277.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,824,0,1
278.exe,332,28,78008,0,4,0,0,8192,8,0,3,1048576,34112,63864,0,1
279.exe,332,28,811656,0,4,0,0,8192,8,0,3,1048576,34112,9216,0,1
28.exe,332,28,47828,0,4,0,0,8192,8,0,3,1048576,34112,1464,0,1
280.exe,332,28,233980,0,4,0,0,8192,8,0,3,1048576,34112,28536,0,1
281.exe,332,28,152024,0,4,0,0,8192,8,0,3,1048576,1344,34152,0,1
282.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
283.exe,332,28,10576,0,4,0,0,8192,6,0,3,1048576,1024,1792,0,1
284.exe,332,28,24384,0,4,0,0,8192,11,0,3,1048576,34112,1352,0,1
285.exe,332,28,378940,0,4,0,0,8192,8,0,3,1048576,1344,100944,0,1
286.exe,332,28,25768,0,4,0,0,8192,8,0,3,1048576,34112,1360,0,1
287.exe,332,28,76440,0,4,0,0,8192,8,0,3,1048576,34112,1424,0,1
288.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,163248,0,1
289.exe,332,28,247660,0,4,0,0,8192,11,0,3,1048576,34112,9152,0,1
29.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,5208,0,1
290.exe,332,28,22624,0,4,0,0,8192,48,0,3,1048576,34144,1548,0,1
291.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,16264,0,1
292.exe,332,28,8312,0,4,0,0,8192,6,0,3,1048576,0,2360,0,1
293.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,2184,0,1
294.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,696,0,1
295.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,2392,0,1
296.exe,332,28,89084,0,4,0,0,8192,6,0,3,1048576,1024,4704,0,1
297.exe,332,28,15736,0,4,0,0,8192,6,0,3,1048576,1024,2136,0,1
298.exe,332,28,13760,0,4,0,0,8192,8,0,3,1048576,1024,944,0,1
299.exe,332,0,0,0,4,0,0,73728,8,0,4,1048576,34112,12416,0,1
3.exe,332,56,10100,0,4,0,0,8192,48,0,3,1048576,34144,1484,0,1
30.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,5756,0,1
300.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,2120,0,1
31.exe,332,28,26684,0,4,0,0,8192,11,0,3,1048576,34112,1416,0,1
32.exe,332,28,44948,0,4,0,0,8192,11,0,3,1048576,34144,27752,0,1
33.exe,332,28,34676,0,4,0,0,8192,8,0,3,1048576,1344,1360,0,1
34.exe,332,28,251376,0,4,0,0,8192,8,0,3,1048576,1024,22312,0,1
35.exe,332,28,23072,0,4,0,0,8192,8,0,3,1048576,1024,1048,0,1
36.exe,332,28,17228,0,4,0,0,8192,8,0,3,1048576,34112,1464,0,1
37.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
38.exe,332,28,79588,0,4,0,0,8192,11,0,3,1048576,34144,55192,0,1
39.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,816,0,1
4.exe,332,28,104696,0,4,0,0,8192,8,0,3,1048576,34112,24880,0,1
40.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,4296,0,1
41.exe,332,28,11408,0,4,0,0,8192,8,0,3,1048576,1024,1088,0,1
42.exe,332,28,28232,0,4,0,0,8192,8,0,3,1048576,1024,808,0,1
43.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,2120,0,1
44.exe,332,28,12220,0,4,0,0,8192,8,0,3,1048576,1024,992,0,1
45.exe,34404,28,1474944,0,4,0,0,0,8,0,2,4194304,34112,145616,0,1
46.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,856,0,1
47.exe,332,28,8308,0,4,0,0,8192,6,0,3,1048576,1024,2160,0,1
48.exe,332,28,271740,0,4,0,0,8192,8,0,3,1048576,1024,22296,0,1
49.exe,332,28,112576,0,4,0,0,8192,8,0,3,1048576,34112,21808,0,1
5.exe,332,28,35832,0,4,0,0,8192,6,0,3,1048576,0,8928,0,1
50.exe,332,28,76212,0,4,0,0,8192,11,0,3,1048576,34112,1344,0,1
51.exe,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,13720,0,1
52.exe,332,28,54272,0,4,0,0,8192,8,0,3,1048576,34112,808,0,1
53.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,744,0,1
54.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,856,0,1
55.exe,332,28,724392,0,4,0,0,8192,48,0,3,1048576,34112,112560,0,1
56.exe,332,28,48700,0,4,0,0,8192,8,0,3,1048576,1344,1400,0,1
57.exe,332,28,958980,0,4,0,0,8192,11,0,3,1048576,34144,374368,0,1
58.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
59.exe,332,28,592776,0,4,0,0,592768,8,0,3,1048576,34112,988,0,1
6.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
60.exe,332,28,43784,0,4,0,0,8192,8,0,3,1048576,34112,1560,0,1
61.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,2256,0,1
62.exe,332,28,373788,0,4,0,0,8192,8,0,3,1048576,1344,374352,0,1
63.exe,332,28,10648,0,4,0,0,8192,8,0,3,1048576,1344,1024,0,1
64.exe,332,28,8308,0,4,0,0,8192,6,0,3,1048576,1024,2168,0,1
65.exe,332,28,41268,0,4,0,0,8192,8,0,3,1048576,34112,16736,0,1
66.exe,332,28,10664,0,4,0,0,8192,8,0,3,1048576,34112,1072,0,1
67.exe,332,28,17460,0,4,0,0,8192,11,0,3,1048576,34144,1408,0,1
68.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1168,0,1
69.exe,332,28,8912,0,4,0,0,8192,6,0,3,1048576,1024,2144,0,1
7.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
70.exe,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,105984,0,1
71.exe,332,28,102264,0,4,0,0,8192,8,0,3,1048576,34112,1632,0,1
72.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
73.exe,34404,56,10552,0,4,0,0,0,48,0,2,4194304,34144,1484,0,1
74.exe,332,28,576104,0,4,0,0,8192,8,0,3,1048576,34112,371736,0,1
75.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,4296,0,1
76.exe,332,28,30612,0,4,0,0,8192,11,0,3,1048576,34112,1336,0,1
77.exe,332,28,116112,0,4,0,0,8192,8,0,3,1048576,34112,52376,0,1
78.exe,332,28,15784,0,4,0,0,8192,8,0,3,1048576,34112,1432,0,1
79.exe,332,28,72140,0,4,0,0,8192,8,0,3,1048576,34112,1656,0,1
8.exe,332,28,12076,0,4,0,0,8192,8,0,3,1048576,1024,1768,0,1
80.exe,332,28,243760,0,4,0,0,8192,8,0,3,1048576,34112,1528,0,1
81.exe,332,28,28908,0,4,0,0,8192,8,0,3,1048576,1024,808,0,1
82.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
83.exe,332,28,106044,0,4,0,0,8192,8,0,3,1048576,1344,3016,0,1
84.exe,332,56,166472,0,4,0,0,8192,48,0,3,1048576,34144,272704,0,1
85.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
86.exe,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
87.exe,332,28,26504,0,4,0,0,8192,8,0,3,1048576,1344,1624,0,1
88.exe,332,28,308948,0,4,0,0,8192,11,0,3,1048576,34112,7200,0,1
89.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,2304,0,1
9.exe,332,28,119544,0,4,0,0,8192,8,0,3,1048576,34112,792,0,1
90.exe,332,28,802888,0,4,0,0,8192,48,0,3,1048576,34144,374620,0,1
91.exe,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
92.exe,332,28,686844,0,4,0,0,8192,11,0,3,1048576,34144,18648,0,1
93.exe,332,28,668336,0,4,0,0,8192,8,0,3,1048576,34112,119304,0,1
94.exe,332,28,11992,0,4,0,0,8192,11,0,3,1048576,34144,2272,0,1
95.exe,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,1024,0,1
96.exe,332,28,25624,0,4,0,0,8192,11,0,3,1048576,34112,1352,0,1
97.exe,332,28,90548,0,4,0,0,8192,8,0,3,1048576,34112,1448,0,1
98.exe,332,28,9048,0,4,0,0,8192,6,0,3,1048576,1024,2128,0,1
99.exe,332,28,40544,0,4,0,0,8192,8,0,3,1048576,34112,11288,0,1
calc.exe,332,56,376204,6,6,0,0,397312,11,0,5,262144,33088,381224,0,1
Camera.exe,332,56,500544,0,6,663408,139,499712,11,0,7,1048576,33216,377608,0,1
cmd.exe,332,56,151160,6,6,0,0,266240,11,0,5,1048576,33088,33872,0,1
dfrgui.exe,332,28,4128,6,6,0,0,86016,11,0,5,262144,33088,473840,0,1
explorer.exe,332,56,1121668,6,6,0,0,1138688,11,0,6,262144,32960,839096,0,1
FileManager.exe,332,56,24976,0,6,0,0,24576,11,0,7,1048576,33216,39120,0,1
mspaint.exe,332,56,592320,6,6,0,0,618496,11,0,5,262144,33088,5743728,0,1
msra.exe,332,28,4160,6,6,0,0,286720,11,0,5,262144,33088,214576,0,1
notepad.exe,332,56,90412,6,6,0,0,106496,11,0,5,262144,33088,105200,0,1
PhotosApp.exe,332,56,24976,0,6,0,0,24576,11,0,7,1048576,33216,298704,0,1
reg.exe,332,56,53164,6,6,0,0,323584,11,0,5,262144,33088,2024,0,1
regedit.exe,332,28,4128,6,6,0,0,372736,11,0,5,262144,33088,13456,0,1
setup_wm.exe,332,28,4192,6,6,0,0,278528,11,0,5,262144,33088,1505776,0,1
SnippingTool.exe,332,28,4160,6,6,0,0,184320,11,0,5,262144,33088,252400,0,1
StikyNot.exe,332,56,212272,6,6,0,0,217088,11,0,5,262144,33088,147992,0,1
TRACERT.EXE,332,28,4128,6,6,0,0,16384,11,0,5,262144,33088,2104,0,1
vds.exe,332,28,5120,6,6,509824,8941,524288,11,0,5,262144,33088,2528,0,1
